image,timestamp,top_tokens,top_probs
cat1-keyboard3,2024-02-08 11:13:15,"['M', 'A', 'B', 'D', 'H', 'G', 'C', 'L', 'K', 'P', 'N', 'F', 'J', 'E', 'W', 'I']","[0.9777147769927979, 0.007123099640011787, 0.006691533140838146, 0.003526190062984824, 0.0016918845940381289, 0.0012972127879038453, 0.0009791876655071974, 0.00012844147568102926, 0.00011694728164002299, 0.0001048308695317246, 9.396978566655889e-05, 9.396978566655889e-05, 9.251292067347094e-05, 7.669589831493795e-05, 3.566690793377347e-05, 2.9110480681993067e-05]"
bottle5-knife1,2024-02-08 11:13:15,"['F', 'N', 'C', 'A', 'M', 'D', 'P', 'B', 'G', 'E', 'H', 'K', 'O', 'L', 'J', 'I']","[0.46427586674690247, 0.4293849766254425, 0.025786573067307472, 0.020720094442367554, 0.018285417929291725, 0.01613682508468628, 0.012372532859444618, 0.006124848034232855, 0.003079766873270273, 0.0008034052443690598, 0.0006064421031624079, 0.0005106754251755774, 0.00042336480692029, 0.00028646294958889484, 0.00028646294958889484, 0.0001908254635054618]"
boat2-airplane1,2024-02-08 11:13:16,"['E', 'A', 'D', 'C', 'B', 'F', 'G', 'O', 'I', 'N', 'H', 'J', 'K', 'M', 'L', 'P']","[0.7397054433822632, 0.1188814789056778, 0.06988681852817535, 0.03301219642162323, 0.028681492432951927, 0.0033724079839885235, 0.0014964969595894217, 0.0011474040802568197, 0.0006046394119039178, 0.0005769510171376169, 0.0005419952794909477, 0.0003965322393923998, 0.0003610467247199267, 0.0003445131587795913, 0.00025602043024264276, 0.0002155908296117559]"
oven7-keyboard1,2024-02-08 11:13:16,"['F', 'D', 'B', 'A', 'M', 'C', 'P', 'E', 'N', 'G', 'J', 'H', 'O', 'I', 'K', 'L']","[0.6289175748825073, 0.0891994759440422, 0.0864550992846489, 0.05849844217300415, 0.03718387335538864, 0.03660738840699196, 0.025159869343042374, 0.009699993766844273, 0.006986643187701702, 0.0065633440390229225, 0.003980868961662054, 0.002822859212756157, 0.002164360834285617, 0.0020652476232498884, 0.0017943182028830051, 0.0006810464547015727]"
bear1-elephant1,2024-02-08 11:13:16,"['B', 'C', 'A', 'D', 'F', 'P', 'E', 'H', 'G', 'M', 'K', 'L', 'R', 'W', 'J', 'T']","[0.9961094260215759, 0.0017784320516511798, 0.0014290102990344167, 0.0005773723823949695, 2.7004065486835316e-05, 1.3160730304662138e-05, 1.2558055459521711e-05, 7.858630851842463e-06, 6.827696779510006e-06, 6.314587608358124e-06, 4.206422090646811e-06, 3.7121542391105322e-06, 3.406464429644984e-06, 2.359588961553527e-06, 2.1484302124008536e-06, 2.1151217879378237e-06]"
truck6-bear2,2024-02-08 11:13:16,"['P', 'C', 'A', 'B', 'D', 'F', 'G', 'E', 'M', 'N', 'O', 'K', 'R', 'H', 'L', 'T']","[0.9894575476646423, 0.004372267983853817, 0.002065313048660755, 0.0018513347022235394, 0.001071470440365374, 0.0005304162623360753, 0.00014054631174076349, 0.00011293214629404247, 7.883933722041547e-05, 4.7818481107242405e-05, 3.666369593702257e-05, 3.49847468896769e-05, 3.185397508786991e-05, 2.7246149329585023e-05, 2.367186243645847e-05, 1.731870543153491e-05]"
car8-airplane3,2024-02-08 11:13:17,"['G', 'C', 'A', 'B', 'D', 'F', 'H', 'L', 'K', 'M', 'N', 'E', 'J', 'P', 'W', 'O']","[0.9906407594680786, 0.0023431049194186926, 0.002306778449565172, 0.001661510206758976, 0.0011599210556596518, 0.0003649853460956365, 0.00035375592415221035, 0.00027123407926410437, 0.00015945028280839324, 0.0001342706091236323, 0.00012613556464202702, 0.00012418000551406294, 9.521211904939264e-05, 4.35912843386177e-05, 3.2394287700299174e-05, 2.814465005940292e-05]"
bicycle9-bird3,2024-02-08 11:13:17,"['C', 'A', 'B', 'D', 'E', 'F', 'P', 'G', 'H', 'J', 'M', 'K', 'L', 'I', 'N', 'R']","[0.997068464756012, 0.0016986257396638393, 0.0006056635756976902, 0.0005262096528895199, 1.380560570396483e-05, 1.3591569768323097e-05, 8.115895980154164e-06, 7.86619602877181e-06, 6.0312222558422945e-06, 5.6658091125427745e-06, 5.6658091125427745e-06, 4.92254048367613e-06, 4.6242985263234004e-06, 3.955371994379675e-06, 3.894049768859986e-06, 2.8047788873664103e-06]"
boat9-keyboard2,2024-02-08 11:13:17,"['M', 'A', 'B', 'D', 'C', 'P', 'J', 'N', 'G', 'L', 'K', 'E', 'H', 'F', 'I', 'Q']","[0.989276647567749, 0.0047266846522688866, 0.002130483742803335, 0.0016334985848516226, 0.000834309437777847, 0.0004680051642935723, 0.00010607053991407156, 9.964404307538643e-05, 9.809921175474301e-05, 8.932034688768908e-05, 6.637723708990961e-05, 6.433503585867584e-05, 5.169465293874964e-05, 4.856263331021182e-05, 4.1537819924997166e-05, 3.234968244214542e-05]"
cat5-chair3,2024-02-08 11:13:18,"['I', 'A', 'C', 'D', 'E', 'B', 'J', 'M', 'H', 'G', 'N', 'L', 'F', 'K', 'P', 'O']","[0.9321108460426331, 0.03239735588431358, 0.011733544059097767, 0.005372008308768272, 0.004968294873833656, 0.0029667045455425978, 0.002537556691095233, 0.0019154483452439308, 0.0011260340688750148, 0.00109138956759125, 0.0009190422715619206, 0.0008110518683679402, 0.00046212339657358825, 0.0004014997975900769, 0.00031268835300579667, 0.00025520878261886537]"
oven3-bear2,2024-02-08 11:13:18,"['B', 'A', 'O', 'C', 'P', 'D', 'E', 'F', 'M', 'H', 'G', 'K', 'J', 'I', 'N', 'L']","[0.4079030454158783, 0.24740570783615112, 0.120575912296772, 0.06555598974227905, 0.042992666363716125, 0.037352677434682846, 0.03096645697951317, 0.010870248079299927, 0.008872037753462791, 0.007829545997083187, 0.005134741775691509, 0.0035846272949129343, 0.003263840451836586, 0.003163422690704465, 0.002502473071217537, 0.0008922843262553215]"
bear6-clock1,2024-02-08 11:13:18,"['J', 'D', 'A', 'B', 'C', 'G', 'M', 'H', 'I', 'K', 'L', 'N', 'E', 'F', 'Q', 'P']","[0.969598650932312, 0.015918903052806854, 0.0067404876463115215, 0.004152693785727024, 0.0011897666845470667, 0.0006269629811868072, 0.0005798459751531482, 0.00027821314870379865, 0.00017684302292764187, 0.00013989434228278697, 0.00010076211765408516, 8.485021680826321e-05, 7.970939623191953e-05, 7.847361848689616e-05, 3.765205474337563e-05, 3.706831193994731e-05]"
truck2-bird2,2024-02-08 11:13:18,"['P', 'C', 'A', 'B', 'D', 'G', 'F', 'E', 'M', 'N', 'O', 'K', 'R', 'H', 'L', 'T']","[0.9921948909759521, 0.003692004829645157, 0.0014013269683346152, 0.0013371555833145976, 0.000651677546557039, 0.00022172210447024554, 0.00018381407426204532, 6.976795702939853e-05, 3.8529527955688536e-05, 2.8632712201215327e-05, 2.775177563307807e-05, 2.2650339815299958e-05, 2.0303634300944395e-05, 1.937386332429014e-05, 1.5325984350056387e-05, 1.037008041748777e-05]"
elephant1-chair1,2024-02-08 11:13:19,"['I', 'A', 'C', 'E', 'D', 'B', 'J', 'G', 'H', 'M', 'L', 'N', 'F', 'K', 'P', 'O']","[0.9183492660522461, 0.03731713816523552, 0.014613603241741657, 0.007348180748522282, 0.007122100796550512, 0.00375308352522552, 0.0031114155426621437, 0.0014469425659626722, 0.001380682224407792, 0.0012970309471711516, 0.0009489281219430268, 0.0008116612443700433, 0.0006420768913812935, 0.0005000499659217894, 0.000365844345651567, 0.00031292325002141297]"
bear10-truck1,2024-02-08 11:13:19,"['B', 'G', 'C', 'D', 'A', 'F', 'H', 'E', 'K', 'M', 'J', 'P', 'L', 'N', 'O', 'I']","[0.47697338461875916, 0.3031827211380005, 0.07314623892307281, 0.05351492762565613, 0.045064087957143784, 0.03564862906932831, 0.0046760826371610165, 0.0019190602470189333, 0.0017748407553881407, 0.0010598058579489589, 0.0006950375391170382, 0.0006428047781810164, 0.0005329038249328732, 0.00047028600238263607, 0.00014798204938415438, 9.781015978660434e-05]"
bear6-bird2,2024-02-08 11:13:19,"['B', 'C', 'A', 'D', 'K', 'F', 'H', 'G', 'E', 'P', 'M', 'J', 'L', 'R', 'N', 'W']","[0.9791598320007324, 0.010877483524382114, 0.005469541996717453, 0.003700877306982875, 0.00019010472169611603, 0.00016776683332864195, 8.979911945061758e-05, 8.176302799256518e-05, 5.4465919674839824e-05, 4.241809801897034e-05, 3.685348201543093e-05, 2.035242687270511e-05, 1.9726248865481466e-05, 1.420828266418539e-05, 9.996776498155668e-06, 9.173557373287622e-06]"
keyboard4-cat2,2024-02-08 11:13:19,"['B', 'A', 'C', 'D', 'M', 'F', 'P', 'G', 'H', 'E', 'K', 'L', 'J', 'N', 'O', 'I']","[0.7581687569618225, 0.06420980393886566, 0.06321433186531067, 0.050006650388240814, 0.02676663175225258, 0.01675012893974781, 0.006874239072203636, 0.005270662251859903, 0.0019089074339717627, 0.0017380798235535622, 0.0014185794861987233, 0.0013965864200145006, 0.0008739614277146757, 0.0004605452995747328, 0.0002279864565934986, 0.00020119734108448029]"
oven8-knife2,2024-02-08 11:13:20,"['N', 'M', 'A', 'C', 'P', 'D', 'O', 'B', 'K', 'G', 'H', 'L', 'J', 'I', 'E', 'S']","[0.9612545371055603, 0.021911010146141052, 0.007003179285675287, 0.0029193595983088017, 0.0017162029398605227, 0.0013576282653957605, 0.0008765506790950894, 0.0006616551545448601, 0.0003125437651760876, 0.0003125437651760876, 0.0002890557225327939, 0.0002216267166659236, 0.0001925526448758319, 0.00018373499915469438, 0.00015232166333589703, 8.954529039328918e-05]"
keyboard1-dog3,2024-02-08 11:13:20,"['M', 'K', 'B', 'A', 'H', 'C', 'D', 'G', 'J', 'L', 'P', 'N', 'F', 'E', 'Q', 'I']","[0.6489219069480896, 0.16928140819072723, 0.09645363688468933, 0.027205998077988625, 0.020217781886458397, 0.014562321826815605, 0.010008526965975761, 0.008168721571564674, 0.0016857109731063247, 0.0007839284371584654, 0.0006498995353467762, 0.0005735342856496572, 0.00040039143641479313, 0.00018331257160753012, 0.00014055060455575585, 9.510129893897101e-05]"
bear6-car2,2024-02-08 11:13:20,"['G', 'C', 'A', 'B', 'D', 'F', 'H', 'L', 'K', 'E', 'M', 'N', 'J', 'P', 'O', 'W']","[0.9733466506004333, 0.008553711697459221, 0.004950508009642363, 0.004950508009642363, 0.003097949083894491, 0.001418344327248633, 0.0007021313649602234, 0.0006595914019271731, 0.0005468205199576914, 0.0003421915171202272, 0.00032652143272571266, 0.0003214591706637293, 0.00023518456146121025, 0.00014264663332141936, 5.4142561566550285e-05, 5.3303156164474785e-05]"
bird5-truck2,2024-02-08 11:13:21,"['G', 'M', 'B', 'A', 'C', 'D', 'F', 'K', 'L', 'P', 'N', 'H', 'J', 'E', 'O', 'I']","[0.7894762754440308, 0.12297669053077698, 0.015634730458259583, 0.014235584996640682, 0.01401488296687603, 0.009048689156770706, 0.007861636579036713, 0.00566252414137125, 0.004919686354696751, 0.004274297505617142, 0.004078563302755356, 0.0027596941217780113, 0.0015971882967278361, 0.0015971882967278361, 0.0006254679756239057, 0.00043664698023349047]"
bear9-dog1,2024-02-08 11:13:21,"['B', 'C', 'A', 'D', 'F', 'E', 'P', 'H', 'G', 'M', 'L', 'K', 'R', 'J', 'W', 'N']","[0.9956656098365784, 0.001983100548386574, 0.0016185593558475375, 0.0006240101647563279, 2.575597864051815e-05, 1.1077508133894298e-05, 1.0570232007012237e-05, 1.0406354704173282e-05, 9.041198609338608e-06, 6.824654519732576e-06, 6.31177408649819e-06, 5.151519417267991e-06, 3.4585664252517745e-06, 2.510650119802449e-06, 2.19839876081096e-06, 1.8951383253806853e-06]"
truck10-car3,2024-02-08 11:13:21,"['P', 'G', 'C', 'B', 'A', 'D', 'F', 'E', 'K', 'M', 'N', 'H', 'O', 'L', 'J', 'R']","[0.7913980484008789, 0.13539224863052368, 0.04535071924328804, 0.008930086158216, 0.007519886363297701, 0.004855203442275524, 0.0037226141430437565, 0.000699458469171077, 0.0005117346881888807, 0.0003304007404949516, 0.00030557074933312833, 0.00026966523728333414, 0.00014661444583907723, 0.00014661444583907723, 0.00012154764408478513, 5.3936437325319275e-05]"
dog2-dog3,2024-02-08 11:13:21,"['K', 'C', 'A', 'B', 'G', 'J', 'D', 'M', 'L', 'P', 'H', 'N', 'Q', 'F', 'E', 'O']","[0.9819043278694153, 0.01179432962089777, 0.002181731630116701, 0.0018087190110236406, 0.0005516281817108393, 0.0003850985085591674, 0.00035063616815023124, 0.0002646740758791566, 0.00014166980690788478, 0.00014166980690788478, 0.00010204093996435404, 6.0931426560273394e-05, 3.995980659965426e-05, 3.417943662498146e-05, 2.7896443498320878e-05, 2.703816062421538e-05]"
dog2-cat1,2024-02-08 11:13:22,"['K', 'C', 'A', 'B', 'G', 'J', 'D', 'M', 'L', 'P', 'H', 'N', 'Q', 'F', 'E', 'O']","[0.9742736220359802, 0.015995655208826065, 0.003100899513810873, 0.002913025440648198, 0.0008884225389920175, 0.0007138676010072231, 0.0005222766776569188, 0.0004398010787554085, 0.0002143418969353661, 0.0002143418969353661, 0.0001833363639889285, 9.511364623904228e-05, 5.4194126278162e-05, 5.252674236544408e-05, 4.2871080950135365e-05, 4.155207352596335e-05]"
clock1-clock2,2024-02-08 11:13:22,"['J', 'D', 'A', 'B', 'C', 'G', 'H', 'M', 'I', 'K', 'L', 'N', 'E', 'F', 'Q', 'P']","[0.9731807708740234, 0.013881677761673927, 0.0062569621950387955, 0.0035098379012197256, 0.0012911971425637603, 0.00041269141365773976, 0.0003019314899574965, 0.0003019314899574965, 0.00014262233162298799, 0.00014262233162298799, 9.500695887254551e-05, 8.384334796573967e-05, 8.254346903413534e-05, 8.254346903413534e-05, 3.83862825401593e-05, 3.606057362048887e-05]"
car2-knife3,2024-02-08 11:13:22,"['M', 'N', 'A', 'D', 'G', 'C', 'J', 'B', 'F', 'P', 'K', 'H', 'O', 'L', 'I', 'E']","[0.7551311254501343, 0.08472336083650589, 0.03215736150741577, 0.03068476729094982, 0.023526828736066818, 0.01721259579062462, 0.01721259579062462, 0.014954560436308384, 0.007064034231007099, 0.00533221336081624, 0.004632706753909588, 0.0016262332210317254, 0.0014128958573564887, 0.0013481946662068367, 0.0008305985829792917, 0.0006269687437452376]"
clock8-airplane2,2024-02-08 11:13:23,"['J', 'D', 'B', 'A', 'F', 'G', 'C', 'H', 'M', 'K', 'E', 'I', 'N', 'L', 'P', 'Q']","[0.8981754183769226, 0.05478904768824577, 0.017240140587091446, 0.011848962865769863, 0.006751335691660643, 0.00517642917111516, 0.003728441661223769, 0.0006896923878230155, 0.0003157641622237861, 0.00026590010384097695, 0.0001716779952403158, 0.0001491564471507445, 0.00014456736971624196, 0.00011799245839938521, 8.768454426899552e-05, 6.315681093838066e-05]"
airplane3-elephant1,2024-02-08 11:13:23,"['A', 'C', 'B', 'D', 'E', 'M', 'N', 'F', 'O', 'K', 'P', 'G', 'J', 'H', 'I', 'L']","[0.9083376526832581, 0.041176438331604004, 0.026173336431384087, 0.01975666917860508, 0.001596583635546267, 0.0007196366786956787, 0.0004574288905132562, 0.000260635104496032, 0.00023731096007395536, 0.00022644373530056328, 0.00022644373530056328, 0.00020942620176356286, 0.00017913173360284418, 0.0001485054090153426, 6.387139001162723e-05, 5.7253939303336665e-05]"
truck10-clock1,2024-02-08 11:13:23,"['J', 'B', 'D', 'G', 'A', 'C', 'P', 'M', 'K', 'F', 'H', 'N', 'I', 'Q', 'E', 'L']","[0.8780021071434021, 0.02822333388030529, 0.02610231563448906, 0.021304089576005936, 0.02064863219857216, 0.010382783599197865, 0.008086119778454304, 0.0023531951010227203, 0.0014497615629807115, 0.0014497615629807115, 0.00046337160165421665, 0.00040892401011660695, 0.0002480249386280775, 0.00019620386592578143, 0.00015765424177516252, 0.00015521002933382988]"
airplane7-boat2,2024-02-08 11:13:23,"['A', 'C', 'B', 'D', 'E', 'M', 'G', 'J', 'K', 'H', 'F', 'I', 'N', 'P', 'O', 'L']","[0.9786331057548523, 0.009298998862504959, 0.007471955381333828, 0.0033678743056952953, 0.0005944651202298701, 0.0001729992072796449, 8.171904482878745e-05, 5.616462658508681e-05, 4.729535794467665e-05, 4.5840231905458495e-05, 4.173799970885739e-05, 3.006275619554799e-05, 2.780350587272551e-05, 2.6948082449962385e-05, 2.4922899683588184e-05, 1.910905120894313e-05]"
oven10-boat2,2024-02-08 11:13:24,"['O', 'P', 'A', 'E', 'B', 'C', 'D', 'G', 'N', 'M', 'K', 'F', 'H', 'L', 'J', 'I']","[0.9332026243209839, 0.025658434256911278, 0.017092203721404076, 0.013950249180197716, 0.0022420091554522514, 0.0021061727311462164, 0.0013812616234645247, 0.001075727748684585, 0.0009948855731636286, 0.00046995063894428313, 0.00029871880542486906, 0.00024380715331062675, 0.00020212323579471558, 0.0001869334519142285, 0.00018118209845852107, 0.00017288517847191542]"
keyboard2-clock1,2024-02-08 11:13:24,"['J', 'D', 'A', 'B', 'C', 'G', 'H', 'M', 'I', 'K', 'E', 'L', 'F', 'N', 'Q', 'P']","[0.9767245054244995, 0.011550220660865307, 0.005455938633531332, 0.0032073804177343845, 0.0010576819768175483, 0.000750008795876056, 0.00035985815338790417, 0.00018379755783826113, 0.00013238441897556186, 0.00011682882905006409, 6.97616851539351e-05, 6.97616851539351e-05, 6.060999658075161e-05, 5.8745226851897314e-05, 2.908099486376159e-05, 2.818626853695605e-05]"
bicycle9-chair1,2024-02-08 11:13:24,"['C', 'A', 'I', 'B', 'D', 'E', 'G', 'F', 'H', 'J', 'M', 'K', 'P', 'L', 'N', 'O']","[0.9717448949813843, 0.015463282354176044, 0.004716034978628159, 0.003789440030232072, 0.003241279860958457, 0.0002104711311403662, 0.000194653999642469, 0.00012966751819476485, 8.503803110215813e-05, 8.114385127555579e-05, 6.030099029885605e-05, 5.576930561801419e-05, 4.6234377805376425e-05, 4.343317777966149e-05, 3.48995381500572e-05, 1.687631447566673e-05]"
car9-knife1,2024-02-08 11:13:24,"['G', 'C', 'B', 'A', 'D', 'F', 'H', 'L', 'K', 'E', 'M', 'N', 'J', 'P', 'W', 'O']","[0.9818465113639832, 0.006412087939679623, 0.0033789328299462795, 0.003076553577557206, 0.0022863002959638834, 0.0009530718089081347, 0.00045728887198492885, 0.0003046200727112591, 0.00027305964613333344, 0.00021600794570986181, 0.00016561905795242637, 0.00016305137251038104, 0.00012501582386903465, 6.485734775196761e-05, 4.2534487874945626e-05, 3.581763303373009e-05]"
bottle8-bicycle1,2024-02-08 11:13:25,"['F', 'B', 'D', 'A', 'C', 'E', 'G', 'P', 'H', 'N', 'M', 'J', 'L', 'K', 'I', 'O']","[0.9835919141769409, 0.005325257778167725, 0.0047735306434333324, 0.003332461230456829, 0.0019590528681874275, 0.0003099671739619225, 0.00015106592036318034, 0.00012138488091295585, 8.743025682633743e-05, 6.297365325735882e-05, 6.103615305619314e-05, 2.9746644941042177e-05, 2.5049186660908163e-05, 2.3166712708189152e-05, 2.0766505258507095e-05, 1.6172971299965866e-05]"
car6-bear1,2024-02-08 11:13:25,"['H', 'B', 'G', 'A', 'D', 'C', 'F', 'J', 'K', 'E', 'L', 'M', 'N', 'I', 'P', 'T']","[0.9478240609169006, 0.019066233187913895, 0.01580646261572838, 0.007236725650727749, 0.004599943291395903, 0.002662242855876684, 0.0010756433475762606, 0.00034921025508083403, 0.0003081769682466984, 0.0002895054640248418, 0.00018402087152935565, 0.00012068383512087166, 8.829418220557272e-05, 6.664794636890292e-05, 5.030850661569275e-05, 3.857286719721742e-05]"
bottle9-bicycle1,2024-02-08 11:13:25,"['F', 'B', 'D', 'A', 'C', 'E', 'G', 'P', 'H', 'M', 'J', 'N', 'K', 'I', 'L', 'O']","[0.9684965014457703, 0.011452920734882355, 0.007871470414102077, 0.00622684508562088, 0.004213294479995966, 0.000437193171819672, 0.00035129458410665393, 0.00018511922098696232, 0.00015834085934329778, 0.00015588602400384843, 8.087260357569903e-05, 6.20071732555516e-05, 4.98241679451894e-05, 4.066529800184071e-05, 3.941415707231499e-05, 2.7088928618468344e-05]"
bicycle7-cat1,2024-02-08 11:13:25,"['C', 'B', 'A', 'D', 'F', 'E', 'G', 'H', 'P', 'K', 'J', 'M', 'L', 'N', 'I', 'R']","[0.9837414026260376, 0.009347538463771343, 0.004774256143718958, 0.0018696252955123782, 3.941388786188327e-05, 3.588675826904364e-05, 3.533038398018107e-05, 2.3905733542051166e-05, 1.832916314015165e-05, 1.7218655557371676e-05, 1.543470352771692e-05, 1.3835578101861756e-05, 1.0443642167956568e-05, 7.883274520281702e-06, 7.6407313827076e-06, 6.434140686906176e-06]"
cat6-bear1,2024-02-08 11:13:26,"['H', 'B', 'G', 'A', 'D', 'C', 'F', 'E', 'K', 'L', 'J', 'M', 'N', 'I', 'P', 'T']","[0.9906593561172485, 0.002573445439338684, 0.0024175283033400774, 0.0022011848632246256, 0.0007489153649657965, 0.0007373045664280653, 0.00016196430078707635, 9.521390893496573e-05, 7.771132368361577e-05, 6.543949712067842e-05, 6.342613778542727e-05, 3.394956365809776e-05, 2.3700615201960318e-05, 1.8458058548276313e-05, 1.7070913600036874e-05, 1.6289179257000796e-05]"
boat1-oven1,2024-02-08 11:13:26,"['M', 'A', 'B', 'D', 'C', 'G', 'P', 'N', 'J', 'K', 'L', 'H', 'E', 'F', 'I', 'O']","[0.9708744883537292, 0.01130304578691721, 0.0037860458251088858, 0.0035015202593058348, 0.003042173571884632, 0.0021572241093963385, 0.0018451714422553778, 0.0010350474622100592, 0.0004181969561614096, 0.0003633358282968402, 0.0003413223894312978, 0.0001826967200031504, 0.0001716276747174561, 0.0001716276747174561, 0.00015872965741436929, 0.00011081116099376231]"
cat1-cat3,2024-02-08 11:13:26,"['H', 'B', 'G', 'A', 'D', 'C', 'F', 'E', 'K', 'L', 'J', 'M', 'N', 'P', 'I', 'T']","[0.9907038807868958, 0.002533661900088191, 0.0022711600176990032, 0.0020679146982729435, 0.0009034050162881613, 0.0008098070393316448, 0.00018936397100333124, 9.671766019891948e-05, 7.187446317402646e-05, 6.966311775613576e-05, 6.751980254193768e-05, 3.6709880077978596e-05, 2.4839147954480723e-05, 2.0273122572689317e-05, 1.9344748579896986e-05, 1.7613596355658956e-05]"
